,video_id,comment,polarity,sentiment
355,B12qniUwPMg,"The term ""Palestine"" first appeared in the 5th century BCE when the ancient Greek historian Herodotus wrote of a ""district of Syria, called Palaistinê"" between Phoenicia and Egypt in The Histories",0.125,positive
356,B12qniUwPMg,Can  you tell more indepth about the belfor declaration,0.5,positive
357,B12qniUwPMg,What books would you recommend for someone like me who wants a deeper understanding of the situation like you were able to do?,0.35,positive
358,B12qniUwPMg,I pray for peace from both sides. No innocent people should be hurt in this massacre. May peace prevail.,-0.25,negative
359,B12qniUwPMg,Where was that cartoon mocking the man who was killed in the terrorist attack published?  I can’t find it.,-0.2,negative
360,Il-Vz6X2ygg,"“If two fishes are fighting in a pond, a britisher must have passed by”",0.0,neutral
361,Il-Vz6X2ygg,"I pray for the innocents, those are the ones who suffer the most",0.5,positive
362,Il-Vz6X2ygg,"Hats off to you brother. 
You have predicted it's gonna happen 2 years later correctly.",0.0,neutral
363,Il-Vz6X2ygg,Great work Dhruv. Simple explanation of the most complicated global conflict,0.16,positive
364,Il-Vz6X2ygg,“There is no such thing as real peace! It’s impossible as long as we live in this accursed world!”,-0.05924242424242423,negative
365,Il-Vz6X2ygg,"History is interesting when you don't have to study for an exam.
Someone",0.5,positive
366,Il-Vz6X2ygg,"Vengeance brings justice but that justice breeds more vengeance 
         - pain",0.5,positive
367,Il-Vz6X2ygg,"Gandhi never said ""An eye for an eye makes the world blind"" This was a dialogue in the movie ""GANDHI"" and BEN KINGSLEY said this.",-0.5,negative
368,Il-Vz6X2ygg,"you are best neutral speaker on this matter Dhruv, lots of respect♥",1.0,positive
369,iiUIWnU-Ofk,Imagine how much hard work need to prepare this type of content. No word to describe sir's effort.,-0.2916666666666667,negative
370,iiUIWnU-Ofk,"I wish i could imprint all the information all at once in my brain and never forget them again.. As a Christian and as a student, I am really thankful for your work. Things have become clearer than before, not only for the ongoing debate on Israel-Palestine conflict, but also for my academics and my Bible knowledge. Thank you Sir.",0.06666666666666667,positive
371,iiUIWnU-Ofk,"I have watched countless of videos and documentaries from various sources but nothing like yours. This is clearly by far the best narration ever , very clear, crisp, succinct and straight to the point ! Thank you. I'm a huge fan of yours. I  really appreciate your hard work. God bless you and keep doing what you're doing.    🙏",0.2038333333333334,positive
372,iiUIWnU-Ofk,"Amazing video sir , those who say India was never a nation before their doubt will be cleared , I think my present generation takes our culture for granted and mocks it often  without knowing the fact that thundred of thousands of lives are sacrificed to keep this culture alive .
Proud to be part of this oldest civilization.
Jai Hind",0.375,positive
373,iiUIWnU-Ofk,"Geography, history, politics, religions, civics...this video is a 5-in-1educational bonanza. <3",1.0,positive
374,iiUIWnU-Ofk,This young man’s knowledge of history is unbelievable. I am beyond wow 🤩,-0.016666666666666663,negative
375,nufBpHmWhtQ,"UK created most of the territorial disputes around world in history, but incapable to solve any of them nowadays.",0.5,positive
376,nufBpHmWhtQ,When you divide a nation like it's an incomplete jigsaw puzzle this is what happens. I think much of the blame falls on the U.N. and the British empire. You can't promise a nation to a people where people are already building lives.,0.1,positive
377,nufBpHmWhtQ,"If there are two fish fighting, a Brit swam through",0.0,neutral
378,nufBpHmWhtQ,"The map after 6 days war that you used was inaccurate, Israel also took the Sinai and Golan Heights.",0.0,neutral
379,nufBpHmWhtQ,"I mean, they could at least have divided it in half, with both sides getting sea access... but no, they divided it by what seems like drunk people throwing darts at a map.",-0.3197916666666667,negative
380,nufBpHmWhtQ,Me in 2023 trying to understand the conflict,0.0,neutral
381,nufBpHmWhtQ,Why is America involved in everything?,0.0,neutral
382,nufBpHmWhtQ,Only the blind cannot see the cruel injustice,-0.5,negative
383,nufBpHmWhtQ,"Sykes-Picot Agreement, also called Asia Minor Agreement, (May 1916), secret convention made during World War I between Great Britain and France, with the assent of imperial Russia, for the dismemberment of the Ottoman Empire. The agreement led to the division of Turkish-held Syria, Iraq, Lebanon, and Palestine into various French- and British-administered areas. Negotiations were begun in November 1915, and the final agreement took its name from the chief negotiators from Britain and France, Sir Mark Sykes and François Georges-Picot. Sergey Dimitriyevich Sazonov was also present to represent Russia, the third member of the Triple Entente.",0.043750000000000004,positive
384,nufBpHmWhtQ,"The PLO was founded in 1964, before the 6-day war, not after it.",0.0,neutral
385,W5hBL94EFMQ,Never ask the UN to ever draw borders again.,0.0,neutral
386,W5hBL94EFMQ,And when Palestinians fight back they cry out in anger but when Israelis murder Palestinian civilians they say “It’s war what do you expect”,-0.35,negative
387,W5hBL94EFMQ,When the oppressed becomes the oppressor,0.0,neutral
388,W5hBL94EFMQ,Who needs history when you can make your own reality,0.6,positive
389,W5hBL94EFMQ,Cant believe vox went into this narrative without presenting all the facts.,0.0,neutral
390,W5hBL94EFMQ,Y'all decided not to tell 99% of the story,0.0,neutral
391,W5hBL94EFMQ,Tell me half the story without telling me you're telling half the story.,-0.16666666666666666,negative
392,W5hBL94EFMQ,Free Palestine 🇵🇸,0.4,positive
393,W5hBL94EFMQ,Cycles of violence and hatred are supposed to be broken not continued.,-0.4,negative
394,rGVgjS98OsU,"Thank you Vox for showing the raw facts, very simple history that the whole world is turning a blind eye to",-0.1326923076923077,negative
395,rGVgjS98OsU,Thank you for sharing this. Many people ignore history and talk about the future.,0.25,positive
396,rGVgjS98OsU,Isn’t it funny how the British avoid all responsibility and culpability? When the majority of geopolitical issues are Britains fault.,0.125,positive
397,rGVgjS98OsU,"if you had released this AFTER october 7th, they’d have said you supported hamas, bc so many people choose not to think about or consider the fact that israel has been committing atrocities for a long time. decades.",0.225,positive
398,rGVgjS98OsU,You won't see this on Fox News or CNN.,0.0,neutral
399,rGVgjS98OsU,As a Jewish person in America I'm so sad that I was never taught this history.,-0.25,negative
400,rGVgjS98OsU,"Its important to note that during the Nakba, Palestinian resistance was already weakened because of the revolt of 1936 where Palestinians revolted agaisnt the British colonizers and were squashed, essentially eliminating political and military strength of Palestine.",0.06000000000000001,positive
401,B12qniUwPMg,"„All land that was once inhabited by Germanic people must be added to Germany, no place for a Polish state.“ Now make an intelligent guess who said that.",0.8,positive
402,B12qniUwPMg,"The term ""Palestine"" first appeared in the 5th century BCE when the ancient Greek historian Herodotus wrote of a ""district of Syria, called Palaistinê"" between Phoenicia and Egypt in The Histories",0.125,positive
403,B12qniUwPMg,Can  you tell more indepth about the belfor declaration,0.5,positive
404,B12qniUwPMg,What books would you recommend for someone like me who wants a deeper understanding of the situation like you were able to do?,0.35,positive
405,B12qniUwPMg,I pray for peace from both sides. No innocent people should be hurt in this massacre. May peace prevail.,-0.25,negative
406,B12qniUwPMg,Where was that cartoon mocking the man who was killed in the terrorist attack published?  I can’t find it.,-0.2,negative
407,REWfM4gVtow,This is more information than you will ever get from American news channels. Thank you,0.25,positive
408,REWfM4gVtow,"So Qatar gives terror group Hamas $360 Million in unaccounted Aid each year. It is worthy of noting Qatar hosts no Palestinian Refugees though, in fact they expelled all Palestinians in 1993, even those working in the Qatari Government, and successful businessmen. They have an interesting way of supporting Palestine.",0.4583333333333333,positive
409,REWfM4gVtow,"What's happening between Israel and Palestine right now is absolutely disgusting and heartbreaking. No matter what there are innocent people caught in the middle and the more I see news reported on it, the more tears come to my eyes.",0.13095238095238096,positive
410,REWfM4gVtow,"I lived for 35 years and I never understood the news. Until, I started following you and the first post. Please continue to be genuine and honest.",0.3125,positive
411,REWfM4gVtow,I miss American media being so unbiased and real with a news stories. Thank you for this information,0.1,positive
412,REWfM4gVtow,"If i saw her reading the news, i will never scroll back or forth for other news.. Cause she's the only trusted news reader as for me... #Palki Sharma 🙏🏻",-0.041666666666666664,negative
413,oNW2p0nTEto,Thank you everybody for your kind comments. And for supporting Nas Company! :),0.4708333333333334,positive
414,oNW2p0nTEto,*The Only Palestinian who can't say Free Palestine.*,0.2,positive
415,oNW2p0nTEto,"""If you are neutral in situations of injustice, you have chosen the side of the oppressor"" Desmond Tutu",0.0,neutral
416,oNW2p0nTEto,The fact that this video was released one year ago and it's still happening today is just so sad.        Let's pray for PEACE 🙏,-0.5,negative
417,oNW2p0nTEto,Bro joined the history class from 1992.,0.0,neutral
418,oNW2p0nTEto,"Even after a full year.. the war never ends.

May we all live in peace one day?",0.24318181818181817,positive
419,oNW2p0nTEto,This really aged horribly,-0.55,negative
420,oNW2p0nTEto,"My dad is Palestinian but I am Canadian my dad lost 3 of his cousins,2 of his uncles and his grandpa died because of Israeli",0.0,neutral
421,oNW2p0nTEto,all we want is PEACE 😭,0.0,neutral
422,E0uLbeQlwjw,I thought India-Pakistan is a mess... But this on another level....,-0.175,negative
423,E0uLbeQlwjw,Britain is the type of guy that will accidentally ruin a bookshelf in the library and just runs away,0.0,neutral
424,E0uLbeQlwjw,"If you're looking at  a global conflict and wondering how it began, Britain is usually a good place to start from",0.35,positive
425,E0uLbeQlwjw,Applauding all those here in 2023 trying to learn more about this conflict 👏🏽,0.5,positive
426,E0uLbeQlwjw,As history has always let us know that you should never trust a British guy with a map,0.0,neutral
427,E0uLbeQlwjw,"What you failed to mention is that the settlers didn’t move in without permission. They moved in with government support and encouragement, kicked and demolished Palestinian homes and murdered many with full military support and then and only them they started to “settle” as you nicely and smoothly made it sound.",0.20625,positive
428,E0uLbeQlwjw,"I like that you stated the arabs declared war on the jews but then when the US backed jews declared war on the arabs it's ""Israel then fought another war""

Real top notch unbiased journalism there pal.",0.75,positive
429,E0uLbeQlwjw,"British Partitioning countries based on ethnic religious lines creates conflict 

India- pakistan partition
Israel-palestinian partition
Maybe other former colonies with ethnic conflict - sri lanka
And Many others where ethnic divisions have created disharmony",0.075,positive
430,E0uLbeQlwjw,"Honestly I knew this conflict was complicated, I didnt know how complicated  it really was until this video",-0.05,negative
431,O454c_qs5kI,"If you take the time to learn the history behind all this, in my opinion, the reason why there’s conflict between Israel & Palestine , it’s because of the British back during pre world war 1 to world war 2. The British made a lot of bad deals between the 2-nations which led to a big mess where it is today. Now England is just hiding in the shadow hoping no one brings up their old history presence in the Middle East.",-0.13055555555555554,negative
432,O454c_qs5kI,"I never thought Fox News would be the best source of information on a topic, but here I am",1.0,positive
433,O454c_qs5kI,"This is OK for a quick crash course, but it kind of conveniently left out a few things. Nothing on settlers? Nothing on the blockade of Gaza? It makes it seem like a two-sided territorial dispute without much characterization of what each territory is like other than ""densely populated.""",0.18690476190476188,positive
434,O454c_qs5kI,Why are all these companies telling me to stand with Israel? No,0.0,neutral
435,O454c_qs5kI,I am not a Fox fan but I see somewhat balanced news and comments. Great job gentleman,0.8,positive
436,O454c_qs5kI,So you focused on “Jewish being persecuted and fleeing Europe” but not “Palestinian forced out of their home en masse.” Let’s be objective here shall we?,-0.10000000000000002,negative
437,O454c_qs5kI,"A nice attempt to explain what's going on ??
But some of the real important questions need to be answered?
Why did England want to create a State of Israel ??",0.6000000000000001,positive
438,O454c_qs5kI,"Good presentation and generally historically correct. What is missing in the conversation is the current apartheid mindset. For some 20 years Israel has segregated the Palestinians in two reservations (Gaza and the West Bank). In an effort to quell hatred of Israel and attacks - the Palestinians in these reservations face embargos and live in hopeless poverty.  Uprisings (intifada) happen regularly due the poor conditions in these reservations. These current acts of inexcusable terrorism by Hamas will bring even more oppression and misery to the Palestinians. That said, there will be no peace until both sides are willing to talk and compromise. As long as both sides see war as the only solution there will be only war.",0.0624125874125874,positive
439,O454c_qs5kI,This might be the most comprehensive and intelligent explanation of anything I’ve ever seen on Fox News.,0.65,positive
440,zmxJrMpIRh4,"“If two fish are fighting in a river, a long-legged Englishman has just passed by.”",0.0,neutral
441,zmxJrMpIRh4,"The Israel-Palestine conflict is a deeply complex and sensitive issue that has spanned decades, causing immense suffering for both Israelis and Palestinians. Finding a resolution to this conflict is crucial for peace and stability in the region.",-0.049999999999999996,negative
442,zmxJrMpIRh4,Must be really horrible to live in countries that just keep going round in circles. This has been going on for decades and will just as likely still be ruining lives at the end of this century too.,-0.26590909090909093,negative
443,zmxJrMpIRh4,"Don't tell me that they were not expecting this after attacking Israel. 
One Bad move and You pay a heavy price!",-0.4749999999999999,negative
444,zmxJrMpIRh4,"Thank you for this unbiased summary on the Israel-Palestine war. There are no winners in war!
I was in Israel when the war started and the people were very helpful. This I did have anxious moments, did not ever feel unsafe. My prayers are with the civilians and soldiers on both sides who inevitably become the real pawns in the war😢",0.037500000000000006,positive
445,zmxJrMpIRh4,"So basically uk should be held accountable, it’s their mess.",-0.175,negative
446,zmxJrMpIRh4,"No one is innocent. Each one is in blood hands. And Each nation takes sides, instead of solving this issue through peace talks. I know this is impossible, but atleast it is better than watching children die and taking sides.",0.11111111111111112,positive
447,zmxJrMpIRh4,Avey is so underrated..... they explain it so interestingly hats off to the team,0.5,positive
448,XNf40sBcvKk,"I love the fact that you are willing to be proven wrong but not with threats, or insults but with facts. We need more of this, less emotional dogmatic responses.",0.09722222222222222,positive
449,XNf40sBcvKk,"""nothing makes a place more holy than a competition with another religion"" - you have just provided the best line that was ever said about this conflict.",0.75,positive
450,XNf40sBcvKk,"""Trigger warning, I like facts.""  LOVE IT !",0.625,positive
451,XNf40sBcvKk,SOOOO much information packed into this video. Thank you for sharing.,0.2,positive
452,XNf40sBcvKk,Great commentary! Thanks for setting the record straight,0.4666666666666666,positive
453,XNf40sBcvKk,"As the child of Muslim parents, my dad was almost an historian. I knew this history from my dad. This should be required viewing.",0.0,neutral
454,XNf40sBcvKk,"Almighty God bless you, this is what we face here in Nigeria. Boko Haram",0.0,neutral
455,XNf40sBcvKk,"Hi, I'm a viewer from a neutral country trying my best to soak up as much information from both sides as possible (as that is the best thing I can do right now as an individual) and I want to thank you for your perspective. The video was very in-depth and well-presented!",0.39081632653061227,positive
456,XNf40sBcvKk,I so appreciate all your videos.  Keep up the good work. An American Christian who loves Israel.,0.2333333333333333,positive
457,WiNlxqlNZys,Praying for both sides Civilians.,0.0,neutral
458,WiNlxqlNZys,When i see things like this i realize how lucky i am to be living in the best country of the whole world ( The Netherlands),0.5111111111111111,positive
459,WiNlxqlNZys,"The video title said ""Conflict Explained,"" but it looks like the channel is just trying to get views in the name of tragedy.",0.0,neutral
460,WiNlxqlNZys,"Proverbs 10:12
Hatred stirs up conflict, but love covers over all wrongs.✝️❤️‍🩹",0.5,positive
461,WiNlxqlNZys,Speak for peace for both Israel and  Palestine.,0.0,neutral
462,WiNlxqlNZys,These babys don't deserve this cruelty. Sad day on this planet 🧎🏽‍♀️🧎🏽‍♀️🙏🙏🙏,-0.5,negative
463,WiNlxqlNZys,"Do not take weak as granted. When the weak stands up, table changes.",-0.375,negative
464,WiNlxqlNZys,Thank God ❤❤❤❤,0.0,neutral
465,WiNlxqlNZys,Action and reaction.  Israel and its enemies are at it again!,0.125,positive
466,WiNlxqlNZys,"Title is misleading, they don’t explain anything.",0.0,neutral
467,GL-Rv2Zy8jQ,If two fishes are Fighting in the pond.. Must know that a Englishman must have passed by....,0.0,neutral
468,GL-Rv2Zy8jQ,Can clearly see the effort that you and your team have put into it. Very nicely explained. Thanks a lot..,0.36000000000000004,positive
469,GL-Rv2Zy8jQ,Priya son has seen a lot of videos on the Israel-Palesten controversy. But the simplicity with which the subject is explained by you gives many new things to know and knowledge also increases. Thank you for this.,0.15656565656565657,positive
470,GL-Rv2Zy8jQ,This was very informative and elaborated video which gave us the full history in just 30mins. Great work Team Finology!❤️,0.45,positive
471,GL-Rv2Zy8jQ,"An excellent compilation of information from several sources. Not an easy task at all. Thank you for the hard work that's gone behind this, and congratulations on a job well done. A humble suggestion if I may :  Please also seek opinions of well respected historians who have lived, and are living today perhaps, during the periods you have covered, just to make sure that everything,  as much as possible, is fact checked, and to make your presentation even more credible. Great effort. Thank you.",0.2492424242424242,positive
472,GL-Rv2Zy8jQ,"One thing i like about ur lectures is that... they are detailed well researched and presented in a crisp and clear manner.
🙌🙌🙌",0.25,positive
473,GL-Rv2Zy8jQ,Mam aapki teaching style mai jadu ha aap jis kisi bhi topic per video banate ho wo topic ekdm clear ho jata ha . THANKS A LOT Mam😊😊😊😊,0.15000000000000002,positive
474,GL-Rv2Zy8jQ,I am not a law student but love your explaination style and content presentation and briefing skills so never miss any update of finology legal...actually Priya di's presence.❤,0.5,positive
475,OLr_VCqnId0,"""“national” conflicts are often an illusion which mask more substantial class conflicts"", here in México people tend to forget pretty quickly about this, it´s even worst when the US is involved",0.020833333333333315,positive
476,OLr_VCqnId0,"Hands down the best, most balanced, and detailed take on the conflict I have heard or seen. You are an incredibly clear thinker and presenter, don’t stop what you’re doing!",0.3738888888888889,positive
477,OLr_VCqnId0,I’ve missed this show. One of the most clarifying.,0.5,positive
478,OLr_VCqnId0,Nobody else who posts a 2+ hour piece has me excited about actually watching it. Great job as always!,0.4583333333333333,positive
479,OLr_VCqnId0,"Phew! This was a challenging one to get through just because of the subject matter, but absolutely worth it. I am blown away by your level of detail here, no wonder it took so long and still has more story left to tell! Super looking forward to Part 2, your deconstruction of power dynamics is the reason I love your stuff and is what has inspired me to action in my local community. Side note, I didn't realize you had a monthly Ko-Fi, I'll be switching from Patreon to monthly contributions!",0.20166666666666666,positive
480,xTcP1R8BFBQ,"The way Chetan Sir simplifies the difficult and important topics is absolutely topnotch. I wouldn't be bored to listen to your classes continuously. 
Thank you Sir. Would love to see you more.",0.10000000000000002,positive
481,xTcP1R8BFBQ,The voice behind daily analysis... great to see him,0.13333333333333333,positive
482,xTcP1R8BFBQ,"Wow i am wondering ....1st time i saw the person  of voice behind the daily hindu analysis 🤗😊 
Thanks 😊 sir",-0.02500000000000001,negative
483,xTcP1R8BFBQ,"Lucid explanation. It cleared my doubts  .. The balancing act of Indian Government that sir explained is awesome along with other contents..
Thanks ByJus...",0.35833333333333334,positive
484,xTcP1R8BFBQ,A magical voice behind news analysis curtain unveiled to screen finally for the explain session. Glad to see you sir❤️,0.15,positive
485,xTcP1R8BFBQ,"Naa.. vanga na vanga na
Vandutan da yen thalaivan
Vara level thala ne",0.0,neutral
486,xTcP1R8BFBQ,No words to describe Ur lecture and finally I got complete knowledge of this centuries old Israel Palestine conflict ...thnkz Chetan sir,0.06666666666666667,positive
487,xTcP1R8BFBQ,This is the first video whr i am commenting regarding this topic.. this man deserve a like.,0.25,positive
488,QUCeQt8zg5o,Thanks for watching everyone. Tell us what you think in the comments below.,0.2,positive
489,QUCeQt8zg5o,"I'm someone who was born and raised in the United Arab Emirates. In the 90s I was living in a neighborhood which had Palestinians who were teaching Mathematics, Science and Literature at UAE government schools. Now I'm connecting the dots as this documentary shows 50% of Palestinian youth were literate by 1948. This documentary makes sense",0.0,neutral
490,QUCeQt8zg5o,"Here in Greece, our parliament voted to recognize the Palestinian state back in 2015. All parties agreed for the first time to something, but no government since then upheld that decision. Now government and media, are trying to deform the truth about the heroic Palestinians, but we the people of Greece, are standing with them. Fredom to Palestine.",0.31666666666666665,positive
491,QUCeQt8zg5o,"""What happened in 1948 is too brutal to talk about. It's indescribable.""  My eyes were filled with tears as I looked at him.  OMG, words are not enough to describe what they had to endure during those moments.  Yeah, it's ""indescribable."" 😣",-0.15833333333333333,negative
492,QUCeQt8zg5o,"This was a great documentary, it showed how Palestinian was a hustling and bustling country full of life culture, and well educated people, A special thanks for AL JAZEERA DOCUMENTARY and all the journalists who prepare this memoriable for the history of PALESTINE.",0.2845238095238095,positive
493,QUCeQt8zg5o,Really great documentary. The whole world should see this! Thank you so much for helping us to realize the truths. I felt the truths in this. I cried in the end. That poor man whose Dad died when they cut down his trees. God help them.,0.11574074074074074,positive
494,QUCeQt8zg5o,Thank you Al Jazeera for this documentary. May the Palestinians be given the justice they deserve. May they find peace and forgiveness in  their heart too.,0.0,neutral
495,aPI5TmdVZCk,"In my study of the Bible, I knew this relationship and in fact I always used to say that the war in that part of the world is between brothers!",0.0,neutral
496,aPI5TmdVZCk,Informative… thanks for sharing your wisdom I’ll keep following you.,0.1,positive
497,aPI5TmdVZCk,"Absolutely correct... all  is accurate.  Ilove this documentary clips ❤
God Bless you.  Watching from Hong Kong.",0.20000000000000004,positive
498,aPI5TmdVZCk,Very informative 🙏 please i want hear more part 2 🙏 god bless you,0.35,positive
499,aPI5TmdVZCk,A perfect narrative of the facts in complete accordance with the Holy Bible. It’s a complex problem that started thousands of years and made much more complicated with religious divisions. Brave hearts on both sides are required to come together and agree on a 2-state solution which will benefit millions of people living in perpetual fear and poor economic conditions. May God bless them to take the first courageous step towards establishing lasting peace in the region.,0.15000000000000002,positive
500,aPI5TmdVZCk,"Very informative, thanks for sharing, I wish God interveins and bring back peace to the two brothers, am tired of seeing the killing of young and old.",0.03333333333333333,positive
501,aPI5TmdVZCk,Very informative and interesting. Thank you for sharing 🙏,0.35,positive
502,aPI5TmdVZCk,A fight between two brothers can be the most ferocious. A point in case is the fight between Cain and Abel. May these two find peace because the land is big for both peoples,0.25,positive
503,aPI5TmdVZCk,"Your video is an enduring wellspring of motivation! - ""Every setback is a chance to acquire wisdom..""",0.0,neutral
504,0aM7RjXE1xo,This explains nothing to me. 260 people just died at a music festival. I need more context “reporters”,0.5,positive
505,0aM7RjXE1xo,"History Lesson, you the media keep calling this the West Bank? Your Graphic Map is not correct.
It didn’t become the West Bank until 1948 when Jordan attacked the Jews.
For 4,000 years before that it was called Judea and Samaria, Israel was split in Two. That is the Holy Land of the indigenous people of Israel. Israel was destroyed by the Assyrians in 722 B.C.E.
Judah and Jerusalem fell to the Babylonian Empire and was destroyed in 586 B.C.E.

War and Empires determined Borders, over 4,000 years ago, so what is different today, the Jewish Nation has survived that long and is only defending what was their original Borders.
What do you think France under Napoleon, Germany under Hitler, and Britain did under various Kings and Queens did? Fought Wars to establish Borders. Today Wars are still fought to determine who owns what. Human history is that of Conflict, that is the one Constant that keeps Wars going.
My Ancestors were Vikings, who do you think shaped the various nations of Europe, why do you think War and Peace has survived for so long, it’s human pastime, a Game of Thrones.
The modern Borders were drawn by the West, without regard to the history of the various indigenous people, and you wonder why you still have Wars today?",0.005000000000000001,positive
506,0aM7RjXE1xo,And she said the Palestinians were there before? Is this a joke??,0.0,neutral
507,0aM7RjXE1xo,HAM????????????,0.0,neutral
508,0aM7RjXE1xo,UT arab professor she supports hamas,0.0,neutral
509,0aM7RjXE1xo,There were always Jews there!!,0.0,neutral
510,0aM7RjXE1xo,_ the Gods know what Israel has done,0.0,neutral
511,0aM7RjXE1xo,Free Palestine....of palistians!!!,0.78125,positive
512,53KolEoTyz0,Very well explained,0.2,positive
513,53KolEoTyz0,As soon as I heard his accent I was like ‘yeah this guy gets it’ lol,0.8,positive
514,53KolEoTyz0,Too much hate in the world  especially fighting and killing over territory.  Isn't the earth all of our home?,-0.4,negative
515,53KolEoTyz0,So why are they fighting?,0.0,neutral
516,53KolEoTyz0,Succinctly explained .,0.0,neutral
517,53KolEoTyz0,facts vs alternative facts lies obfuscation excuse making careful omission,-0.07500000000000001,negative
518,53KolEoTyz0,Understandable english,0.0,neutral
519,53KolEoTyz0,Free Palestine,0.4,positive
520,53KolEoTyz0,"Tidak perlu membantu Israel itu, dia telah tamak dengan harta dunia,bahkan dia telah mendustakan Tuhannya yang menjadikannya hujud.",0.0,neutral
521,53KolEoTyz0,it is not conflict. it simply one of the worst occupation in the world,-0.5,negative
522,NzlYRGyDSt0,Little correction dear. 6 day war influenced in 1967  not in 1973.,-0.1875,negative
523,NzlYRGyDSt0,"""At the time of National Security, politics does not come in the middle"" Most Appressed ...",0.25,positive
524,NzlYRGyDSt0,Politics should never come in matter of national security. Indian opposition parties should really learn from this. 💔,0.2,positive
525,NzlYRGyDSt0,Those who wanted war never fought it. Those who fought never wanted it. 💔,0.0,neutral
526,NzlYRGyDSt0,"""Israel ke opposition leader ne israel ko support kiya hei ye baat Indian politicalians ko sikhna chaiye"" Most Valuable Lines 👏👏👏👏👏👏",0.5,positive
527,NzlYRGyDSt0,Yes agreed .terrorism shouldn't be tolerated by any country,0.0,neutral
528,NzlYRGyDSt0,I'm so happy to see there's still people out here who only want to inform and educate you and not enforce opinions and ideologies. Keep up the great work! ❤,0.6,positive
529,NzlYRGyDSt0,I got goosebumps when you introduced Prashant Dhawan sir in the video ... My favourite teacher on geopolitics 😍😍,0.0,neutral
530,0MMBVEQbF8Y,Hamas signed it's own death warrant,0.6,positive
531,0MMBVEQbF8Y,Level the terrorist state !!!!!!!!!,0.0,neutral
532,0MMBVEQbF8Y,🇮🇷 🇷🇺  🇹🇷  🇨🇳  RESPONSIBLE FOR  ISRAEL 🇮🇱  FIGHT.  CHINA  LOOKING  FOR INDIA 🇮🇳  SURPRISED,0.15000000000000002,positive
533,klXaDgmM8Fs,As a native American Southern Piute I feel  for the Palestinian people.  Israel has no Intention on leaving them with anything less then reservations. Thank you for this video,-0.05555555555555555,negative
534,klXaDgmM8Fs,"""To learn who rules over you, simply find out who are not allowed to criticize."" -Voltaire",0.0,neutral
535,klXaDgmM8Fs,Shot out to my Irish-American grandpa that was against Israel from day one🤍 may Allah have mercy on him🤍,0.0,neutral
536,klXaDgmM8Fs,LOOK EVERYONE THIS WAS POSTED BEFORE OCTOBER 7TH 2023! Since some want to paint a narrative about October 7th being the start of all of this.,0.0,neutral
537,klXaDgmM8Fs,"""We know too well that our freedom is incomplete without the freedom of the Palestinians."" -Nelson Mandela",0.0,neutral
538,klXaDgmM8Fs,"I am not Palestinian, but I thank you so much for your important info !",0.35,positive
539,klXaDgmM8Fs,This is brilliant. Very well explained - and from a year ago! The unshakeable bond between the US and Israel astonishing. Even unto self-evident mass genocide of Palestinians. Thank you. Jeff .... Poole ... UK,0.5499999999999999,positive
540,cn3RUZsaPmg,Poor Arabs they don’t know hypocrisy 😢,-0.4,negative
541,cn3RUZsaPmg,This is what happens when one side is fighting for pride and the other is fighting to exist.,-0.125,negative
542,cn3RUZsaPmg,"Truly God never leave Israel, and He always keep his covenant to Jacob....Amen.",0.0,neutral
543,cn3RUZsaPmg,"Not a word about the intensive and inflammatory Arab propaganda campaign  in the months preceding the war, the constant threats of annihilation of Israel and of throwing the Jews off to the sea.
Not a word about Nasser closing of Tiran straits, which he knew to be a casus belli for Israel.
On the other hand, not a word about the 70,000 Egyptian soldiers stuck on the quagmire of the Yemen war, which the Egyptians could not use against Israel.
I'm not sure about the description of this war as a ""non-war"", or a goose chase. Israel had 776 killed and 4500 wounded, for a very small population.",-0.16666666666666666,negative
544,cn3RUZsaPmg,"Imagine invading a country, losing badly, invading again, losing badly, invading again, losing badly, and then you try to play victim.",-0.54375,negative
545,cn3RUZsaPmg,"I don't know, maybe it's just me, but if a powerful adversary threatens to push you into the sea, you need to do what is necessary to prevent it.",0.15,positive
546,cn3RUZsaPmg,Just loved The “impartiality and seriousness” of Al jazz era 😂😂😂😂😂😂😂 now seriously… I enjoyed this arab version.,0.6,positive
547,oHlx5fB94bc,"""Most Zionists don't believe that God exists, but they do believe that he promised them Palestine."" 
~ Ilan Pappe",0.5,positive
548,oHlx5fB94bc,"As a Jewish person, I am revolted that people with such a long history of religious and ethnic persecution would persecute others on the same basis.",-0.01,negative
549,oHlx5fB94bc,The settler lady in the Occupied West Bank telling about Peace whereas she lives in  an illegal land is so insane.,-0.75,negative
550,oHlx5fB94bc,"The audacity of that woman, Daniella. How hypocritical she is, settling on a land that does not belong to her and saying that they are peaceful. I mean...",-0.03125,negative
551,oHlx5fB94bc,"Wow Just wow!! The sheer audacity to say that people will never have sovereignty and will be kicked out of their homes where they lived for generations while absolutely glorifying the settlers, just INSANE!!",-0.10874999999999999,negative
552,oHlx5fB94bc,Imagine someone breaking into your home and telling you that they used to live here 2000 years ago and that’s why you have to leave now. It’s a crime.,0.13636363636363635,positive
553,oHlx5fB94bc,"As a Native American it sickens me to see colonialism occurring like this, all in the name of religion…",0.0,neutral
554,oHlx5fB94bc,This woman's audacity to take people's land and property and tell them that they will never have sovereignty is insane.,-1.0,negative
555,oHlx5fB94bc,"""The dream of the oppressed is to be the oppressor"". This is an endless cycle",-0.125,negative
